Com1,Com2
-68.060394,-17.496613
-13.170288,-79.79505
49.842545,-35.59626
89.38054,5.1256337
36.813892,-70.878235
24.829157,-63.94716
94.38467,-3.745804
-48.518475,76.54572
-50.263428,-40.215946
64.71308,52.65782
27.482788,-39.18708
-32.260014,-91.03604
-60.495186,-3.818049
23.873138,44.794857
14.358528,-40.13759
84.94805,-14.207583
-10.500111,-37.88713
-35.047577,-12.470497
-81.99084,-40.76235
-8.012172,-36.204895
40.832428,-15.91388
3.0349133,-48.536194
-39.150394,24.458975
40.697876,88.07925
41.79479,23.12003
39.909904,-57.295834
79.28117,31.635014
-46.164154,78.380356
-31.177734,67.318825
-2.5338097,56.074696
-20.005983,-7.006896
-88.40563,-10.791197
21.826128,-71.71856
-68.89415,-16.48547
-4.245358,-21.366194
-65.4076,-49.68093
7.21552,-61.69809
9.583105,-52.39221
-25.111635,-2.2779958
-90.48416,-7.776712
53.38666,41.507965
19.710962,-97.52564
52.9419,-78.65388
59.786755,-21.011883
48.993935,-33.893696
27.87697,-37.018425
-90.48446,-7.7765374
-13.198452,53.543503
4.0213013,38.84941
-86.06192,47.874546
-73.86347,19.469263
38.80272,-54.446304
-24.804502,-3.483748
34.23155,90.78642
2.3642528,5.076411
-86.061874,47.87452
-63.922226,-47.072006
4.1423397,-32.238525
2.3313117,39.694572
18.567642,4.407429
21.644342,-13.865285
-66.13828,-68.100716
20.45543,-65.91148
-39.671143,-79.74859
-7.2312493,88.54448
87.887024,5.863172
18.188124,3.3988593
-50.641624,-57.21312
0.40392,-67.14292
63.57472,-7.830365
-30.292759,-12.207987
22.195139,-71.19026
39.602066,-2.138048
-5.3967795,55.85902
10.718611,-65.13277
-90.51527,-7.1257033
-14.388673,-8.0707855
-9.744227,68.94622
39.074726,9.988595
-58.985886,54.618282
-19.809069,-7.017377
-22.02156,-40.31369
-59.01554,-4.0351486
-35.80607,-8.660448
-54.839943,52.92126
23.155895,55.323822
2.0416603,-14.112187
-31.282804,70.02829
-12.441527,37.367893
-51.97006,-55.05398
-17.808556,-101.32381
71.50861,-14.865502
24.510818,17.86217
31.337353,81.225464
-9.468698,-47.836952
9.242214,-65.227806
23.235477,-12.293423
-3.4890816,20.759598
-2.869952,-32.206367
23.241474,-70.25619
-52.614063,76.876625
-77.37583,7.932402
-42.26323,-82.25434
-23.100718,-27.863888
-33.166958,-75.93194
-92.40403,7.872807
-53.898197,25.42598
-30.721079,12.874533
-65.19563,-68.41919
-77.19041,-21.74537
30.65719,24.117243
-99.20851,-21.297016
30.506342,-30.09139
21.342327,-13.084871
35.68116,-9.30383
39.719814,87.973694
54.685856,-79.55004
9.800159,-69.58146
45.501106,-5.76796
10.914977,-16.379814
-0.98998976,-98.033424
-27.133331,-10.350471
16.348906,23.124388
-41.20124,23.613953
53.2312,12.174015
-71.55533,18.073158
-24.992828,21.913422
51.513107,11.459731
-74.89267,-16.818346
83.76473,10.510655
38.483265,62.45561
-92.44413,9.139151
56.686813,62.52602
40.6472,14.749805
-3.6321216,83.21188
-33.608826,-76.6155
-17.774755,-101.18852
65.86669,51.316174
38.090153,-52.37395
59.816574,-56.42003
-18.474636,-40.46061
39.87341,45.84
2.4263449,18.187008
-5.062821,-36.314556
44.541386,21.343
-8.627059,2.7585628
12.803669,-44.92291
-49.445232,-42.62896
-49.205936,-23.554955
9.549169,65.35048
-62.69866,-6.9086256
-39.7052,-20.703697
24.728872,-27.875916
22.070293,48.325848
-17.747822,-23.581919
-3.4620478,20.766489
-99.66909,-18.693428
-33.90147,46.59049
-61.970726,24.03118
59.429935,-21.398592
6.6332765,-68.69192
38.750282,78.95552
25.695728,65.44803
21.334349,-51.496822
-97.003006,-18.320831
-42.51871,-85.17203
-92.79715,7.585902
-18.074083,-85.47575
-12.37863,67.79481
-21.213816,-85.4704
30.738956,23.111217
-51.44214,44.33707
32.05036,-38.58042
12.600767,53.381077
-18.326813,-52.610374
11.099087,21.170824
38.8627,60.703182
67.710884,50.79094
-39.63547,24.214804
-0.30348262,-68.41637
40.965153,47.369278
-35.40362,6.486488
48.511837,-33.288292
20.334671,-11.970224
67.785934,25.888828
-0.17286621,0.87424153
53.792126,12.220641
56.92331,37.646774
16.488773,4.9428573
20.997051,65.08475
-5.0052304,56.44135
66.81112,50.852386
36.577927,-2.3448634
30.718166,24.447767
38.857197,-15.589264
-13.382493,-0.04002609
45.858524,-6.4885807
-2.475446,55.981976
23.589277,-13.460066
42.48228,-14.766877
-79.46956,18.255102
-87.17886,47.7953
-1.0814599,-69.25879
-52.778385,-45.721325
-32.26936,-91.018105
61.580135,-54.153404
-9.291376,-28.823126
-28.842638,83.148155
-40.274193,10.860113
23.365934,-12.366919
5.7886834,-1.1206688
64.849144,-54.25499
65.09732,-54.0198
-37.847534,20.441652
-33.166725,-75.93195
5.8971686,-100.55611
-50.598442,44.96881
15.091468,33.226658
61.692215,0.9632137
-71.68566,18.480692
10.069929,34.86049
-5.7126503,-2.670592
-28.094397,12.736132
22.609953,61.667217
2.5285537,39.603462
-26.644331,-0.28239658
39.43391,26.634178
-16.305395,33.123047
-100.30223,-5.752022
19.848906,-97.48411
-21.129292,87.70329
-59.607685,51.635906
58.988255,-73.96202
49.807426,-35.581757
26.057312,-66.874954
26.760296,-2.79456
11.683529,-92.08796
-51.90325,-56.93045
-81.201675,24.414158
-42.535946,11.632866
-73.174706,-26.450146
47.66985,-34.37694
69.93173,-63.935295
-26.978184,-12.09803
34.54633,-10.577784
75.63414,32.733017
66.11472,49.966927
-41.51536,-20.350998
10.02799,70.58907
-29.722431,-45.366302
-48.479023,76.57761
-49.685257,-20.44663
77.1719,-15.21771
-5.4494715,-45.964657
82.62252,-40.082375
25.686876,-10.805253
3.9185512,37.84126
-70.27369,-8.508308
9.696255,70.95272
4.2843366,-38.552227
-71.04656,-9.236263
82.0364,-39.20038
-0.575847,16.834385
2.2386436,34.26077
38.137566,61.97342
0.77507883,-32.469936
-42.759018,-23.92117
-39.085484,-17.43264
57.596924,-74.83428
21.895515,-64.378685
32.75902,-61.91536
-5.56301,-48.997757
-12.688734,67.52925
-16.573584,-49.03101
58.306664,-39.622517
62.382923,-1.3968114
53.466873,38.145
10.634875,-13.490517
-3.8406043,-32.523273
-29.862888,87.130165
40.443787,76.83392
-5.932318,6.3815117
-56.97087,-45.99697
64.83301,-57.344734
10.251822,58.401184
-66.78825,-67.35121
35.16325,47.523067
-4.933231,77.56319
1.2091517,-31.986946
-30.292658,-12.214233
-48.29511,8.301115
13.899372,67.47359
-86.75749,46.305584
-60.78923,10.555434
-42.545513,25.77806
-26.992838,-12.072033
79.34882,31.63781
17.010323,5.541429
-51.218212,-29.885326
27.41844,-37.19106
27.779005,-37.770973
21.23272,28.992216
-97.624466,-21.257982
-76.969604,-35.235912
58.59374,-74.64705
-6.0000443,99.06649
73.97275,40.81284
35.14865,47.494877
94.73419,-0.769615
-52.091637,-42.547077
-11.787929,67.42612
-18.3291,-52.08776
-21.560137,-61.03664
-64.14629,-68.284706
27.650597,22.954706
-0.17286238,0.8742381
19.710962,-97.52564
-27.043587,-53.912415
-55.573154,71.85619
2.4974415,-21.298199
20.19248,-11.833722
59.155254,-37.782963
53.71949,37.315254
78.516464,32.6609
15.414381,-41.650364
9.803073,-58.537067
24.787054,-6.4449368
6.1706357,-39.951588
34.77926,91.551025
-44.610416,21.650982
-13.4364195,84.876854
-22.81228,48.89158
-0.34621593,-63.415478
9.684362,58.9758
-91.17706,9.801285
-85.30218,14.339376
3.7185247,-22.355425
0.3443561,34.876694
-1.2519037,4.656052
11.568485,65.343445
-87.06878,12.974152
6.764147,-71.85041
28.513712,47.49468
-65.10354,-6.1671596
-47.932125,-19.395117
70.362885,-35.53091
22.823496,63.836246
-11.5542145,67.55321
27.699837,44.96516
-56.515446,-24.246162
2.4757528,12.901518
-82.52588,24.643774
45.591415,-5.979194
14.646108,20.108564
-16.498857,-48.89516
49.017048,-34.184708
-62.053772,28.193506
-18.140457,-85.56861
75.78538,31.329916
76.082146,-36.762184
42.895447,-13.733777
48.95303,45.214275
-4.5582094,-3.717046
42.401314,-14.162918
3.9033642,27.183979
32.316895,24.554914
-49.700836,-20.465433
-16.461668,-61.522884
-33.113243,-3.4961221
39.843105,-72.27448
34.169098,-16.887129
-53.029213,23.836979
23.922043,-29.128597
-6.2463007,97.546524
-26.989798,-12.082075
-92.479034,8.99638
57.01885,59.57319
26.327068,65.209335
13.623368,-45.253147
14.173926,-91.57441
5.7886696,-1.1206603
-48.971912,76.25397
15.7331,-40.192703
65.40544,-57.467655
-63.53491,-50.649094
-23.856918,20.707542
-31.321579,85.1321
-38.43972,65.40634
43.19386,48.304497
20.30001,-66.139496
9.987255,-26.214672
-24.62921,46.566944
72.98516,-15.113896
16.752628,87.366066
3.596809,-18.974394
31.25539,20.27492
36.61279,-2.3841753
72.96787,-15.117967
-0.70507354,17.851038
-48.856228,7.582204
30.786877,26.484411
14.606972,-25.694162
41.366665,24.483086
5.6433377,53.602814
-4.242135,-21.839548
-3.6320055,83.21139
5.754737,-55.875175
3.1489425,37.08991
32.316425,24.655415
41.19785,46.629463
-6.9098306,-39.36277
-33.166725,-75.93195
38.91265,60.92557
1.213004,80.95708
-39.671173,-79.74864
13.122018,56.44265
-73.78421,41.5101
35.220833,-74.23852
65.1886,51.455097
-69.49281,-16.617119
20.052576,-95.69496
-98.03789,-21.071325
73.62614,-34.117947
4.1393228,-21.897257
-28.740236,50.893482
87.649994,-13.298093
-51.507957,44.33797
16.359463,91.83123
-12.413483,37.346355
-85.10133,13.7109995
45.63883,-36.486015
-50.167294,-40.448956
-17.662052,19.853933
20.074774,-97.912544
-1.083852,-34.61139
-30.16855,87.04437
-23.800615,-58.839195
40.08677,11.991361
-4.4399414,-21.569637
84.00798,14.441278
-31.217253,67.19885
-73.42021,-9.616689
-22.707859,20.195604
91.35606,-9.377821
38.414017,62.475372
-65.20631,-6.261217
40.208874,23.88185
6.26483,-65.13638
-20.566069,76.368034
-36.59758,-8.405246
23.48786,55.706604
-68.620705,8.976047
-68.76587,22.659454
81.85393,-35.227875
-77.81986,54.37266
45.03442,21.429485
77.06553,-37.10285
22.66144,-73.191864
0.46083036,-63.248234
-5.4248223,86.22839
-28.766113,12.484799
26.605202,-39.24467
53.589645,65.20477
38.736214,-53.641308
19.848906,-97.484116
79.95169,24.159977
23.1544,-28.605616
-91.72385,9.634745
8.17018,-17.979012
76.49254,-57.61732
3.0638125,-19.171343
-13.252672,-8.279826
-75.8339,-11.573327
39.567436,48.369335
-1.4209951,-69.66295
38.7914,-51.94626
-67.846146,-70.58064
-72.750595,-44.597507
37.958214,-21.754114
28.186543,63.973648
-5.899154,-48.926685
49.40194,-33.11881
-67.25816,26.277458
40.893078,25.686802
24.662014,-28.85827
17.42825,-0.65767074
-62.629665,25.282207
-74.89611,-16.821795
1.3932372,78.45774
14.584672,23.114756
-34.295475,-76.26923
0.38788658,-32.46841
-77.08767,-19.542479
56.925014,37.264404
-75.97256,39.462543
17.634104,89.96995
-16.275309,85.49267
-37.208637,-10.206076
45.439987,11.08257
10.37669,-70.23059
-56.02709,-27.360968
-21.775011,-57.3312
-49.550266,-40.206406
29.681719,20.73196
15.576204,91.87236
-73.46808,-45.48901
33.8222,-16.603598
-82.61869,17.78076
34.351467,-10.235927
-38.224365,64.93197
1.3803864,-90.650444
85.031784,14.13321
49.860928,44.512165
-9.781668,-37.604427
-39.08335,23.932364
94.70711,-7.324925
22.242023,-29.110983
6.1618347,-39.954773
13.606277,30.454275
61.364265,34.00718
0.93785805,36.435196
-89.216515,-6.876883
22.402369,-49.593197
10.760375,-13.144764
-56.04124,-27.349249
-44.465492,-81.848625
-6.5790353,96.25647
69.64753,44.528324
34.874744,91.5008
-31.825146,5.224112
-40.711033,22.656515
-40.490093,-78.717674
18.112793,5.33508
-39.517418,22.813797
70.72263,43.385376
-29.153784,43.85953
-65.38053,22.55381
66.83494,52.019268
76.82269,34.457245
-17.386173,-98.443634
3.1994061,-48.48269
-2.9432938,85.67349
-70.42203,8.767663
12.099119,-24.548382
3.590725,-41.16812
60.315907,58.035397
-16.434671,-100.84828
28.459799,24.933868
-28.57243,44.746437
-78.63093,24.642977
39.618412,-58.828995
-31.2795,10.239798
-5.186937,-40.306316
-54.838947,52.96279
16.163027,23.338245
34.191025,-16.889433
-43.798794,-54.607307
-5.897961,-37.07298
54.66157,41.19214
-46.493904,-38.727566
77.347466,-56.52551
34.335175,90.77418
39.97922,-0.52898437
27.441296,47.948273
-43.169212,-79.23463
61.353786,55.802647
16.028667,21.491375
28.26206,64.13391
-2.2718847,85.44028
20.820194,27.182676
-36.335472,86.97723
73.7661,-33.74553
60.082058,-57.234802
-35.725,22.892155
-14.19692,-28.343184
-55.46853,-33.042316
-62.4909,28.295359
34.828964,12.132924
15.576239,-40.592636
81.38841,23.02517
-38.56069,64.854485
15.663968,-97.570885
41.05861,75.40177
-0.4831506,-62.648182
6.230861,-64.99757
-9.328866,-47.74512
23.807177,43.72701
30.445723,-29.932093
-6.5908446,96.30245
9.260323,-59.559986
17.643087,3.4266155
-0.8717202,-102.4566
-2.8852975,83.32989
-2.8657541,-69.14201
33.901108,81.94511
-13.46594,-8.905124
64.28056,25.25635
-52.06015,25.041988
-0.03835031,17.179264
14.076505,22.31063
92.00417,-1.1101326
-70.23621,24.69503
13.7692795,52.038757
22.93305,18.25398
87.812225,2.6857786
-68.133484,-70.99465
-10.268801,-48.066208
46.54332,-26.805449
44.11701,47.044064
-38.715816,64.843544
45.669697,-36.59716
70.26524,-65.07222
-52.03742,77.51444
-10.396393,69.3402
-8.423562,-55.58968
40.180885,-2.4412768
-83.552315,23.38716
78.22506,-15.711777
-0.04188211,-95.87067
7.5478663,-64.98266
41.272934,86.15908
-49.409813,44.249706
-36.04628,86.80758
-9.5395565,-38.87184
-24.21504,-79.99097
42.054874,-14.472015
10.41919,-68.8611
46.314598,-33.193344
21.73676,-29.712975
0.041591696,-92.19638
-23.269411,0.19647233
2.1201057,18.64426
-40.234974,-82.03047
45.099297,10.272254
59.529476,-37.2633
9.518665,65.29458
59.52947,-37.263306
-4.2339134,-29.83769
-81.56724,53.890934
55.19959,8.6910305
53.386326,38.579205
2.4121423,61.743763
-2.6183434,54.841534
41.43565,75.46248
23.87296,56.73682
-13.051801,32.64821
-32.07504,88.017204
20.052572,-95.69496
15.4422655,23.82955
-70.25747,-69.76971
-13.288894,-28.775639
-40.671158,-81.95464
62.662155,28.904907
-24.986866,-60.24424
-56.54036,-24.269564
-30.838394,66.734825
-5.331439,-49.154675
81.51534,20.302818
62.1695,0.66481036
17.002623,65.20906
76.14745,-56.419125
80.39717,-16.237442
-42.4877,27.104103
-22.825455,51.484257
-11.812249,67.399536
-99.44397,-18.831871
63.983017,24.99386
-5.837741,6.153936
22.304577,30.2017
-42.707035,-78.12956
-58.037098,52.03758
-25.424805,46.597057
-7.6056566,-36.821564
8.55749,67.63668
71.25369,-64.316605
-0.09086442,-102.40096
-0.051270377,40.134754
21.88335,1.4337177
7.494493,62.674953
-5.5840726,-3.5181072
40.961113,47.356724
-36.9156,-13.503034
-62.883305,-7.471923
1.8388981,-94.34288
-43.038593,12.194713
-53.413326,75.551834
48.576805,-34.102184
-38.145866,-4.7479644
-23.019615,0.60285705
3.8750272,-18.899485
22.569742,-71.743645
20.7677,6.0167217
4.8788424,60.485046
-5.085451,99.4049
-25.336905,-13.460675
6.3111377,-99.51434
-38.89398,81.69239
55.75404,7.4812655
61.92203,-6.144991
6.810449,60.570755
15.64239,-97.9616
0.8692669,-32.541126
22.413153,-49.099583
-38.08361,80.64381
-81.69097,17.207958
43.152657,24.700964
60.085266,-57.246742
79.75832,-15.1160555
-15.883188,-99.81775
3.9675713,-19.340736
-42.04251,62.74278
-59.041496,-4.1990194
-40.751522,-16.847382
-54.494675,-34.754215
41.498814,24.080662
11.740406,-90.50863
-68.35168,-73.79397
17.403793,-0.6284677
-26.996035,-12.08523
91.90135,-7.401927
12.354132,-38.19019
15.428893,51.70512
-31.423092,49.52183
-51.68589,24.87788
-31.435972,10.28287
-69.89788,8.850321
38.03533,-72.80335
-13.345841,53.5825
3.6204507,-55.511326
0.23497467,-33.170227
-16.085121,-26.654776
-99.122154,-21.33828
-28.077475,38.989727
29.912704,21.554688
-49.312828,50.744488
-34.37132,-2.0765882
0.6235311,-96.66012
35.68117,-9.303831
43.50848,47.60361
-67.289604,-66.73734
39.59128,-55.565598
22.07531,48.31346
-24.748926,43.95202
65.34709,23.864422
10.183865,-70.1532
37.472065,-73.233696
-11.640453,10.718718
21.47269,62.78611
17.83028,55.209583
-75.97239,39.46363
12.601379,-24.198378
38.603466,-68.86021
-0.8526738,-101.770584
-41.75412,-23.762026
-65.05107,9.233776
-68.19318,25.663465
-29.554878,-45.55153
3.7889555,-18.63314
-24.990316,21.901745
20.765434,6.0328264
-1.4964782,-62.221306
-70.24158,-69.811844
-11.658602,-9.627112
2.552613,53.93935
-73.08349,42.815952
-26.089247,45.204025
-29.711735,-45.39115
-36.94054,-13.67679
34.516087,-56.244293
60.43177,55.92787
43.009605,25.048931
-85.67197,46.67419
10.886225,57.85278
80.95224,19.474432
21.285662,-13.079414
-11.413157,1.7863003
24.295107,48.70695
-0.039530367,-95.866646
-46.494415,-38.715748
40.411144,-16.80551
29.026157,18.440998
76.38901,33.965607
-9.991225,-41.839302
-79.8636,10.300023
15.990479,92.198296
-67.12357,-17.092241
39.67594,25.736162
37.42278,-73.85888
9.673078,-65.70206
14.793241,51.917652
80.84495,23.942657
-67.24952,9.110872
-6.000043,99.06651
84.88302,-14.048777
8.910095,65.32408
-50.762478,45.635475
59.82301,-56.424397
-18.322784,-52.566982
-3.5659084,-31.595722
-3.3662517,85.635475
-61.796715,24.87148
70.65337,-64.77893
-25.327644,-36.30964
41.968437,86.71438
-31.830475,67.73777
-50.155914,6.584791
27.583443,22.651129
-36.8216,22.417974
-51.21388,-29.896038
20.85514,-65.87379
-99.49894,-18.134153
29.298916,25.973612
-26.475412,-44.59427
-71.832726,-46.232178
-5.4571075,-47.896675
-38.101315,80.64238
53.286636,-79.442444
62.46382,-17.970766
-12.37811,-79.68434
71.69259,-17.019485
-0.5580118,17.05655
-11.42819,64.77661
27.760136,-37.53384
-22.79794,-40.371643
-28.736032,12.072909
-11.730371,67.32826
-12.867948,-80.265366
7.220435,-55.994663
20.556808,-54.74382
62.636505,29.086294
10.304124,-65.25656
43.70541,-18.38011
-60.10129,-3.2156768
-26.983694,-12.091085
36.2302,82.29197
-85.11545,15.043859
93.9481,-1.4478035
41.38233,86.05076
14.600797,-25.613424
44.250946,-6.58292
27.99016,43.797672
44.868366,-5.4543533
-22.123173,-61.508217
-28.781027,39.7004
70.32854,-35.529163
-65.18245,9.451232
70.15009,-13.890618
-12.866781,-80.26523
2.0839186,-93.4704
-90.964516,7.250993
-21.409927,50.722874
-5.8072433,-22.479235
-11.584084,53.131817
-0.40882212,-68.622795
12.484897,5.101984
-0.04051276,35.229534
-0.040704995,-95.870544
61.80532,4.0378957
92.39171,-7.9851823
-43.17024,-79.23447
-27.591017,-6.7548437
-26.517992,-44.650764
-55.64429,24.073137
-3.4680924,20.767056
-60.504524,53.037304
-42.050648,61.797806
20.299625,-26.58917
-21.035444,21.04036
-11.114651,30.422039
23.48648,55.74551
-90.68544,-5.490593
-22.059473,75.679184
